order_id,order_date,order_month,order_quarter,order_year,customer_id,region,province,channel,employee_id,product_id,product_category,quantity,unit_price,discount_pct,discount_amount,gross_amount,net_amount,delivery_status,payment_method,payment_status
ORD0010016,2024-11-11,11,4,2024,CUS00505,Miền Bắc,Hưng Yên,E-commerce,EMP1030,PRD0004,Thức uống,49,25000,5,61200.0,1225000,1163800.0,Delivered,Chuyển khoản,Paid
ORD0010016,2024-11-11,11,4,2024,CUS00505,Miền Bắc,Hưng Yên,E-commerce,EMP1030,PRD0029,Thức uống,80,20000,5,80000.0,1600000,1520000.0,Delivered,Công nợ,Paid
ORD0010016,2024-11-11,11,4,2024,CUS00505,Miền Bắc,Hưng Yên,E-commerce,EMP1030,PRD0083,Chăm sóc cá nhân,57,15000,0,0.0,855000,855000.0,Delivered,Chuyển khoản,Partial
ORD0010016,2024-11-11,11,4,2024,CUS00505,Miền Bắc,Hưng Yên,E-commerce,EMP1030,PRD0002,Thức uống,65,9000,0,0.0,585000,585000.0,Delivered,Chuyển khoản,Partial
ORD0010017,2024-09-29,9,3,2024,CUS00286,Miền Trung,Quảng Ngãi,Traditional Trade,EMP1042,PRD0052,Thực phẩm,10,9000,5,4500.0,90000,85500.0,Delivered,Công nợ,Partial
ORD0010017,2024-09-29,9,3,2024,CUS00286,Miền Trung,Quảng Ngãi,Traditional Trade,EMP1042,PRD0066,Thực phẩm,57,18000,0,0.0,1026000,1026000.0,Delivered,Chuyển khoản,Paid
ORD0010018,2024-10-29,10,4,2024,CUS00526,Miền Bắc,Hà Nội,Modern Trade,EMP1005,PRD0063,Thực phẩm,12,9000,10,10800.0,108000,97200.0,Delivered,Chuyển khoản,Paid
ORD0010018,2024-10-29,10,4,2024,CUS00526,Miền Bắc,Hà Nội,Modern Trade,EMP1005,PRD0009,Thức uống,75,35000,2,52500.0,2625000,2572500.0,Delivered,Công nợ,Partial
ORD0010018,2024-10-29,10,4,2024,CUS00526,Miền Bắc,Hà Nội,Modern Trade,EMP1005,PRD0094,Gia dụng,57,35000,2,39900.0,1995000,1955100.0,Delivering,Tiền mặt,Paid
ORD0010018,2024-10-29,10,4,2024,CUS00526,Miền Bắc,Hà Nội,Modern Trade,EMP1005,PRD0011,Thức uống,25,25000,0,0.0,625000,625000.0,Delivered,Tiền mặt,Paid
ORD0010019,2024-09-05,9,3,2024,CUS01181,Miền Bắc,Hải Dương,Traditional Trade,EMP1033,PRD0032,Thực phẩm,53,18000,0,0.0,954000,954000.0,Delivered,Công nợ,Partial
ORD0010019,2024-09-05,9,3,2024,CUS01181,Miền Bắc,Hải Dương,Traditional Trade,EMP1033,PRD0036,Thực phẩm,111,30000,8,266400.0,3330000,3063600.0,Delivering,Công nợ,Unpaid
ORD0010019,2024-09-05,9,3,2024,CUS01181,Miền Bắc,Hải Dương,Traditional Trade,EMP1033,PRD0040,Thực phẩm,38,18000,5,34200.0,684000,649800.0,Delivered,Tiền mặt,Paid
ORD0010020,2024-02-12,2,1,2024,CUS00573,Miền Trung,Huế,Modern Trade,EMP1041,PRD0048,Thực phẩm,61,12000,2,14600.0,732000,717400.0,Delivered,Tiền mặt,Paid
ORD0010021,2024-07-03,7,3,2024,CUS00624,Miền Bắc,Nam Định,Modern Trade,EMP1006,PRD0035,Thực phẩm,96,18000,8,138200.0,1728000,1589800.0,Delivered,Chuyển khoản,Partial
ORD0010021,2024-07-03,7,3,2024,CUS00624,Miền Bắc,Nam Định,Modern Trade,EMP1006,PRD0068,Chăm sóc cá nhân,38,35000,0,0.0,1330000,1330000.0,Delivering,Công nợ,Paid
ORD0010022,2024-12-18,12,4,2024,CUS00144,Miền Trung,Bình Định,Modern Trade,EMP1047,PRD0035,Thực phẩm,101,18000,5,90900.0,1818000,1727100.0,Delivered,Tiền mặt,Paid
ORD0010022,2024-12-18,12,4,2024,CUS00144,Miền Trung,Bình Định,Modern Trade,EMP1047,PRD0014,Thức uống,51,30000,0,0.0,1530000,1530000.0,Delivered,Tiền mặt,Paid
ORD0010022,2024-12-18,12,4,2024,CUS00144,Miền Trung,Bình Định,Modern Trade,EMP1047,PRD0015,Thức uống,5,9000,0,0.0,45000,45000.0,Cancelled,Chuyển khoản,Partial
ORD0010022,2024-12-18,12,4,2024,CUS00144,Miền Trung,Bình Định,Modern Trade,EMP1047,PRD0083,Chăm sóc cá nhân,43,15000,15,96800.0,645000,548200.0,Delivered,Tiền mặt,Paid
ORD0010022,2024-12-18,12,4,2024,CUS00144,Miền Trung,Bình Định,Modern Trade,EMP1047,PRD0089,Gia dụng,115,35000,15,603800.0,4025000,3421200.0,Delivered,Công nợ,Paid
ORD0010023,2024-12-15,12,4,2024,CUS01778,Miền Bắc,Nam Định,Modern Trade,EMP1008,PRD0095,Gia dụng,10,10000,0,0.0,100000,100000.0,Delivered,Tiền mặt,Paid
ORD0010023,2024-12-15,12,4,2024,CUS01778,Miền Bắc,Nam Định,Modern Trade,EMP1008,PRD0026,Thức uống,36,15000,8,43200.0,540000,496800.0,Delivering,Tiền mặt,Unpaid
ORD0010024,2024-01-03,1,1,2024,CUS00355,Miền Trung,Bình Định,Traditional Trade,EMP1039,PRD0046,Thực phẩm,80,35000,5,140000.0,2800000,2660000.0,Delivered,Công nợ,Partial
ORD0010024,2024-01-03,1,1,2024,CUS00355,Miền Trung,Bình Định,Traditional Trade,EMP1039,PRD0080,Chăm sóc cá nhân,77,12000,2,18500.0,924000,905500.0,Delivered,Công nợ,Paid
ORD0010024,2024-01-03,1,1,2024,CUS00355,Miền Trung,Bình Định,Traditional Trade,EMP1039,PRD0057,Thực phẩm,110,50000,5,275000.0,5500000,5225000.0,Delivered,Tiền mặt,Partial
ORD0010024,2024-01-03,1,1,2024,CUS00355,Miền Trung,Bình Định,Traditional Trade,EMP1039,PRD0060,Thực phẩm,77,20000,0,0.0,1540000,1540000.0,Delivered,Công nợ,Partial
ORD0010024,2024-01-03,1,1,2024,CUS00355,Miền Trung,Bình Định,Traditional Trade,EMP1039,PRD0029,Thức uống,65,20000,10,130000.0,1300000,1170000.0,Delivered,Chuyển khoản,Paid
ORD0010025,2024-02-14,2,1,2024,CUS00643,Miền Nam,Bình Dương,Traditional Trade,EMP1109,PRD0026,Thức uống,74,15000,2,22200.0,1110000,1087800.0,Delivered,Tiền mặt,Paid
ORD0010026,2024-02-03,2,1,2024,CUS00738,Miền Bắc,Nam Định,Modern Trade,EMP1033,PRD0076,Chăm sóc cá nhân,67,9000,0,0.0,603000,603000.0,Delivered,Tiền mặt,Unpaid
ORD0010027,2024-09-05,9,3,2024,CUS01582,Miền Trung,Đà Nẵng,Modern Trade,EMP1045,PRD0099,Gia dụng,88,25000,5,110000.0,2200000,2090000.0,Delivered,Chuyển khoản,Paid
ORD0010028,2024-11-12,11,4,2024,CUS01001,Miền Bắc,Hà Nội,Modern Trade,EMP1017,PRD0040,Thực phẩm,72,18000,0,0.0,1296000,1296000.0,Delivered,Công nợ,Paid
ORD0010029,2024-03-28,3,1,2024,CUS00755,Miền Bắc,Nam Định,E-commerce,EMP1004,PRD0017,Thức uống,45,35000,5,78800.0,1575000,1496200.0,Delivered,Tiền mặt,Paid
ORD0010029,2024-03-28,3,1,2024,CUS00755,Miền Bắc,Nam Định,E-commerce,EMP1004,PRD0066,Thực phẩm,56,18000,5,50400.0,1008000,957600.0,Delivered,Chuyển khoản,Paid
ORD0010030,2024-07-27,7,3,2024,CUS01429,Miền Trung,Quảng Nam,E-commerce,EMP1038,PRD0056,Thực phẩm,12,10000,0,0.0,120000,120000.0,Delivering,Chuyển khoản,Paid
ORD0010031,2024-11-18,11,4,2024,CUS01210,Miền Bắc,Bắc Ninh,E-commerce,EMP1013,PRD0002,Thức uống,78,9000,10,70200.0,702000,631800.0,Delivered,Chuyển khoản,Paid
ORD0010032,2024-09-08,9,3,2024,CUS00212,Miền Nam,Đồng Nai,Traditional Trade,EMP1077,PRD0056,Thực phẩm,95,10000,2,19000.0,950000,931000.0,Delivered,Tiền mặt,Partial
ORD0010032,2024-09-08,9,3,2024,CUS00212,Miền Nam,Đồng Nai,Traditional Trade,EMP1077,PRD0077,Chăm sóc cá nhân,47,10000,0,0.0,470000,470000.0,Delivered,Tiền mặt,Paid
ORD0010033,2024-07-16,7,3,2024,CUS00573,Miền Trung,Huế,Modern Trade,EMP1041,PRD0093,Gia dụng,73,40000,0,0.0,2920000,2920000.0,Delivered,Công nợ,Paid
ORD0010034,2024-08-01,8,3,2024,CUS01941,Miền Trung,Bình Định,E-commerce,EMP1047,PRD0014,Thức uống,60,30000,0,0.0,1800000,1800000.0,Cancelled,Chuyển khoản,Paid
ORD0010034,2024-08-01,8,3,2024,CUS01941,Miền Trung,Bình Định,E-commerce,EMP1047,PRD0081,Chăm sóc cá nhân,8,30000,2,4800.0,240000,235200.0,Delivered,Công nợ,Paid
ORD0010035,2024-07-04,7,3,2024,CUS01001,Miền Bắc,Hà Nội,Modern Trade,EMP1017,PRD0079,Chăm sóc cá nhân,21,25000,0,0.0,525000,525000.0,Delivered,Công nợ,Paid
ORD0010035,2024-07-04,7,3,2024,CUS01001,Miền Bắc,Hà Nội,Modern Trade,EMP1017,PRD0050,Thực phẩm,5,9000,8,3600.0,45000,41400.0,Delivered,Tiền mặt,Partial
ORD0010036,2024-04-19,4,2,2024,CUS00861,Miền Trung,Đà Nẵng,Modern Trade,EMP1045,PRD0084,Chăm sóc cá nhân,48,10000,2,9600.0,480000,470400.0,Delivering,Chuyển khoản,Unpaid
ORD0010036,2024-04-19,4,2,2024,CUS00861,Miền Trung,Đà Nẵng,Modern Trade,EMP1045,PRD0014,Thức uống,108,30000,0,0.0,3240000,3240000.0,Delivered,Tiền mặt,Partial
ORD0010037,2024-07-21,7,3,2024,CUS00396,Miền Bắc,Thái Bình,Modern Trade,EMP1021,PRD0085,Chăm sóc cá nhân,26,9000,15,35100.0,234000,198900.0,Delivering,Chuyển khoản,Paid
ORD0010038,2024-09-30,9,3,2024,CUS01679,Miền Nam,Vũng Tàu,Modern Trade,EMP1089,PRD0015,Thức uống,28,9000,0,0.0,252000,252000.0,Delivered,Tiền mặt,Paid
ORD0010038,2024-09-30,9,3,2024,CUS01679,Miền Nam,Vũng Tàu,Modern Trade,EMP1089,PRD0044,Thực phẩm,25,25000,0,0.0,625000,625000.0,Delivered,Tiền mặt,Paid
ORD0010039,2024-11-18,11,4,2024,CUS00342,Miền Trung,Nghệ An,Modern Trade,EMP1038,PRD0024,Thức uống,78,40000,10,312000.0,3120000,2808000.0,Cancelled,Chuyển khoản,Paid
ORD0010039,2024-11-18,11,4,2024,CUS00342,Miền Trung,Nghệ An,Modern Trade,EMP1038,PRD0043,Thực phẩm,35,40000,5,70000.0,1400000,1330000.0,Delivered,Công nợ,Partial
ORD0010039,2024-11-18,11,4,2024,CUS00342,Miền Trung,Nghệ An,Modern Trade,EMP1038,PRD0092,Gia dụng,66,12000,0,0.0,792000,792000.0,Delivered,Chuyển khoản,Paid
ORD0010040,2024-08-10,8,3,2024,CUS00272,Miền Trung,Bình Định,Traditional Trade,EMP1050,PRD0048,Thực phẩm,119,12000,0,0.0,1428000,1428000.0,Delivered,Công nợ,Unpaid
ORD0010040,2024-08-10,8,3,2024,CUS00272,Miền Trung,Bình Định,Traditional Trade,EMP1050,PRD0043,Thực phẩm,53,40000,0,0.0,2120000,2120000.0,Delivered,Chuyển khoản,Partial
ORD0010040,2024-08-10,8,3,2024,CUS00272,Miền Trung,Bình Định,Traditional Trade,EMP1050,PRD0088,Gia dụng,113,50000,0,0.0,5650000,5650000.0,Delivering,Công nợ,Paid
ORD0010041,2024-10-27,10,4,2024,CUS00889,Miền Bắc,Nam Định,Traditional Trade,EMP1009,PRD0082,Chăm sóc cá nhân,39,12000,10,46800.0,468000,421200.0,Delivered,Công nợ,Paid
ORD0010041,2024-10-27,10,4,2024,CUS00889,Miền Bắc,Nam Định,Traditional Trade,EMP1009,PRD0007,Thức uống,42,50000,0,0.0,2100000,2100000.0,Delivered,Tiền mặt,Paid
ORD0010041,2024-10-27,10,4,2024,CUS00889,Miền Bắc,Nam Định,Traditional Trade,EMP1009,PRD0031,Thức uống,97,35000,0,0.0,3395000,3395000.0,Delivered,Công nợ,Paid
ORD0010042,2024-02-23,2,1,2024,CUS00878,Miền Trung,Quảng Ngãi,Traditional Trade,EMP1042,PRD0068,Chăm sóc cá nhân,21,35000,0,0.0,735000,735000.0,Delivered,Chuyển khoản,Paid
ORD0010042,2024-02-23,2,1,2024,CUS00878,Miền Trung,Quảng Ngãi,Traditional Trade,EMP1042,PRD0060,Thực phẩm,93,20000,8,148800.0,1860000,1711200.0,Delivered,Chuyển khoản,Paid
ORD0010043,2024-06-30,6,2,2024,CUS01953,Miền Nam,Tiền Giang,Traditional Trade,EMP1056,PRD0085,Chăm sóc cá nhân,34,9000,0,0.0,306000,306000.0,Delivered,Công nợ,Unpaid
ORD0010044,2024-01-30,1,1,2024,CUS00332,Miền Bắc,Nam Định,Modern Trade,EMP1006,PRD0008,Thức uống,47,18000,0,0.0,846000,846000.0,Delivered,Công nợ,Paid
ORD0010044,2024-01-30,1,1,2024,CUS00332,Miền Bắc,Nam Định,Modern Trade,EMP1006,PRD0013,Thức uống,63,40000,0,0.0,2520000,2520000.0,Delivered,Chuyển khoản,Unpaid
ORD0010044,2024-01-30,1,1,2024,CUS00332,Miền Bắc,Nam Định,Modern Trade,EMP1006,PRD0095,Gia dụng,38,10000,0,0.0,380000,380000.0,Delivered,Chuyển khoản,Paid
ORD0010045,2024-03-26,3,1,2024,CUS01001,Miền Bắc,Hà Nội,Modern Trade,EMP1017,PRD0090,Gia dụng,21,18000,10,37800.0,378000,340200.0,Delivered,Tiền mặt,Unpaid
ORD0010045,2024-03-26,3,1,2024,CUS01001,Miền Bắc,Hà Nội,Modern Trade,EMP1017,PRD0009,Thức uống,83,35000,2,58100.0,2905000,2846900.0,Delivered,Chuyển khoản,Partial
ORD0010045,2024-03-26,3,1,2024,CUS01001,Miền Bắc,Hà Nội,Modern Trade,EMP1017,PRD0075,Chăm sóc cá nhân,25,35000,0,0.0,875000,875000.0,Delivered,Tiền mặt,Partial
ORD0010045,2024-03-26,3,1,2024,CUS01001,Miền Bắc,Hà Nội,Modern Trade,EMP1017,PRD0038,Thực phẩm,102,10000,2,20400.0,1020000,999600.0,Delivered,Chuyển khoản,Paid
ORD0010046,2024-09-30,9,3,2024,CUS00505,Miền Bắc,Hưng Yên,E-commerce,EMP1030,PRD0068,Chăm sóc cá nhân,50,35000,0,0.0,1750000,1750000.0,Delivered,Tiền mặt,Paid
ORD0010046,2024-09-30,9,3,2024,CUS00505,Miền Bắc,Hưng Yên,E-commerce,EMP1030,PRD0011,Thức uống,103,25000,10,257500.0,2575000,2317500.0,Delivered,Chuyển khoản,Paid
ORD0010047,2024-12-08,12,4,2024,CUS01442,Miền Nam,Cần Thơ,Traditional Trade,EMP1079,PRD0006,Thức uống,23,25000,2,11500.0,575000,563500.0,Delivered,Tiền mặt,Paid
ORD0010047,2024-12-08,12,4,2024,CUS01442,Miền Nam,Cần Thơ,Traditional Trade,EMP1079,PRD0028,Thức uống,86,15000,0,0.0,1290000,1290000.0,Delivered,Chuyển khoản,Paid
ORD0010048,2024-01-28,1,1,2024,CUS00773,Miền Bắc,Thái Bình,E-commerce,EMP1021,PRD0043,Thực phẩm,69,40000,0,0.0,2760000,2760000.0,Delivered,Công nợ,Paid
ORD0010048,2024-01-28,1,1,2024,CUS00773,Miền Bắc,Thái Bình,E-commerce,EMP1021,PRD0019,Thức uống,38,35000,5,66500.0,1330000,1263500.0,Delivered,Chuyển khoản,Paid
ORD0010048,2024-01-28,1,1,2024,CUS00773,Miền Bắc,Thái Bình,E-commerce,EMP1021,PRD0064,Thực phẩm,36,20000,0,0.0,720000,720000.0,Delivered,Công nợ,Paid
ORD0010049,2024-05-23,5,2,2024,CUS01304,Miền Bắc,Hải Dương,Modern Trade,EMP1030,PRD0062,Thực phẩm,61,20000,10,122000.0,1220000,1098000.0,Delivered,Chuyển khoản,Unpaid
ORD0010050,2024-10-08,10,4,2024,CUS00616,Miền Trung,Khánh Hòa,E-commerce,EMP1036,PRD0032,Thực phẩm,92,18000,2,33100.0,1656000,1622900.0,Delivered,Chuyển khoản,Paid
ORD0010051,2024-03-07,3,1,2024,CUS01161,Miền Trung,Huế,Modern Trade,EMP1040,PRD0084,Chăm sóc cá nhân,49,10000,0,0.0,490000,490000.0,Delivered,Công nợ,Paid
ORD0010051,2024-03-07,3,1,2024,CUS01161,Miền Trung,Huế,Modern Trade,EMP1040,PRD0026,Thức uống,63,15000,0,0.0,945000,945000.0,Delivered,Công nợ,Paid
ORD0010051,2024-03-07,3,1,2024,CUS01161,Miền Trung,Huế,Modern Trade,EMP1040,PRD0097,Gia dụng,33,8500,0,0.0,280500,280500.0,Delivering,Tiền mặt,Paid
ORD0010052,2024-07-08,7,3,2024,CUS00958,Miền Bắc,Thái Bình,Modern Trade,EMP1024,PRD0095,Gia dụng,34,10000,0,0.0,340000,340000.0,Delivered,Tiền mặt,Paid
ORD0010052,2024-07-08,7,3,2024,CUS00958,Miền Bắc,Thái Bình,Modern Trade,EMP1024,PRD0029,Thức uống,102,20000,0,0.0,2040000,2040000.0,Delivered,Công nợ,Paid
ORD0010052,2024-07-08,7,3,2024,CUS00958,Miền Bắc,Thái Bình,Modern Trade,EMP1024,PRD0007,Thức uống,52,50000,0,0.0,2600000,2600000.0,Delivered,Tiền mặt,Paid
ORD0010052,2024-07-08,7,3,2024,CUS00958,Miền Bắc,Thái Bình,Modern Trade,EMP1024,PRD0026,Thức uống,34,15000,0,0.0,510000,510000.0,Delivered,Tiền mặt,Paid
ORD0010053,2024-09-05,9,3,2024,CUS00728,Miền Bắc,Nam Định,Modern Trade,EMP1029,PRD0046,Thực phẩm,95,35000,0,0.0,3325000,3325000.0,Delivering,Chuyển khoản,Paid
ORD0010053,2024-09-05,9,3,2024,CUS00728,Miền Bắc,Nam Định,Modern Trade,EMP1029,PRD0013,Thức uống,68,40000,0,0.0,2720000,2720000.0,Delivered,Chuyển khoản,Paid
ORD0010053,2024-09-05,9,3,2024,CUS00728,Miền Bắc,Nam Định,Modern Trade,EMP1029,PRD0004,Thức uống,94,25000,0,0.0,2350000,2350000.0,Delivered,Công nợ,Partial
ORD0010053,2024-09-05,9,3,2024,CUS00728,Miền Bắc,Nam Định,Modern Trade,EMP1029,PRD0069,Chăm sóc cá nhân,91,40000,0,0.0,3640000,3640000.0,Delivered,Chuyển khoản,Paid
ORD0010054,2024-08-19,8,3,2024,CUS01140,Miền Trung,Khánh Hòa,Traditional Trade,EMP1039,PRD0052,Thực phẩm,114,9000,0,0.0,1026000,1026000.0,Delivered,Công nợ,Partial
ORD0010055,2024-03-02,3,1,2024,CUS00761,Miền Nam,Bình Phước,Traditional Trade,EMP1111,PRD0010,Thức uống,113,30000,0,0.0,3390000,3390000.0,Cancelled,Chuyển khoản,Unpaid
ORD0010055,2024-03-02,3,1,2024,CUS00761,Miền Nam,Bình Phước,Traditional Trade,EMP1111,PRD0084,Chăm sóc cá nhân,49,10000,5,24500.0,490000,465500.0,Delivered,Công nợ,Paid
ORD0010055,2024-03-02,3,1,2024,CUS00761,Miền Nam,Bình Phước,Traditional Trade,EMP1111,PRD0012,Thức uống,37,12000,10,44400.0,444000,399600.0,Cancelled,Công nợ,Paid
ORD0010056,2024-05-16,5,2,2024,CUS01590,Miền Nam,TP.HCM,Modern Trade,EMP1079,PRD0070,Chăm sóc cá nhân,50,35000,0,0.0,1750000,1750000.0,Delivered,Chuyển khoản,Paid
ORD0010056,2024-05-16,5,2,2024,CUS01590,Miền Nam,TP.HCM,Modern Trade,EMP1079,PRD0045,Thực phẩm,34,18000,0,0.0,612000,612000.0,Delivered,Công nợ,Paid
